First Payment Date,Maturity Date,Loan Amount,Zip,Property Value,Year Built,Net Operating Income,Effective Gross Income,Total Operating Expenses,Maintenance Expense,Parking Expense,Taxes Expense,Insurance Expense,Utilities Expense,Payroll Expense
2016-12-01,2036-11-01,1234866.21,01089,2031588.75,1915,154451.36,340195.18,191682.62,38189.03,0.0,37267.24,22291.28,21695.78,24467.71
2016-10-01,2022-05-01,1888168.34,31408,9431503.99,1988,558027.78,1175074.8,643000.31,119884.78,0.0,87987.53,65944.95,97399.93,146797.63
2016-08-01,2036-07-01,3232573.94,,Error,,169165.52,287379.17,114935.73,10303.35,0.0,42727.58,11994.3,12881.05,10581.81
2016-10-01,2026-09-01,12706357.73,01830,16995628.56,1972,948701.94,1986578.54,1016708.43,178945.03,17654.6,138995.1,73503.4,249442.84,174774.31
2016-09-01,2026-08-01,3385405.95,49512,8543711.16,1974,581234.49,1517062.32,944673.03,166494.38,0.0,119641.36,40343.46,109772.48,244369.17
2016-09-01,2026-08-01,4268362.87,49508,8248317.2,1973,566593.85,1692660.12,1128424.64,193297.78,5852.71,130782.4,40606.31,160938.52,293566.12
2016-08-01,2036-07-01,3344700.47,07018,4146231.55,1928,266329.65,455333.53,180452.76,20041.55,0.0,79328.86,11821.88,30028.43,12708.43
2016-07-01,2026-06-01,2256677.83,02148,2923697.29,1940,174037.11,288507.33,118302.23,22347.18,0.0,31800.79,9157.91,34448.57,0.0
2016-12-01,2036-11-01,1974883.77,07017,3136879.86,1940,190528.67,381524.83,197155.93,15768.79,0.0,73161.89,15336.23,18126.02,23943.79
2016-10-01,2036-09-01,4459665.33,60640,6629576.13,1922,364521.16,499462.87,128160.39,32557.33,0.0,25954.46,12227.5,7574.97,5830.74
2016-08-01,2023-07-01,4737873.67,11706,11966412.29,1958,658049.04,1630124.45,958127.08,195829.0,0.0,357456.42,39619.1,123856.27,123049.32
2016-09-01,2026-08-01,2330571.24,49512,5949067.18,1974,321248.53,1053851.43,712108.76,140055.23,0.0,83746.25,26489.22,85258.33,198933.66
2016-09-01,2026-08-01,739770.19,93280,1415594.35,1975,77531.36,165494.4,93007.74,36111.0,0.0,13684.93,10407.19,1418.87,0.0
2017-01-01,2036-12-01,3176659.6,11211,4182529.65,1920,209900.26,248559.43,32661.54,4089.57,0.0,7492.84,2979.35,834.27,3069.72
2016-08-01,2036-07-01,4121250.73,11218,5903156.54,1931,275650.59,440182.53,172019.03,14165.36,0.0,41734.67,11346.64,39084.56,13622.06
2016-08-01,2026-07-01,9900575.26,75038,12415493.81,1983,838718.27,1659705.92,878456.92,111664.39,0.0,230415.72,43944.68,53109.33,194084.2
2017-01-01,2026-12-01,2346987.03,17350,3095299.47,2004,202710.23,287518.09,90457.1,8114.84,0.0,50696.71,9068.08,0.0,0.0
2014-08-01,2024-07-01,3381014.2,29301,5573218.58,1974,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-11-01,2036-10-01,3963676.57,60515,5245747.82,1968,274650.65,439538.61,179161.41,29159.0,0.0,62852.64,9301.95,21745.9,13099.78
2016-08-01,2036-07-01,4219555.51,07018,5448784.37,1926,330388.82,575974.99,239653.79,24863.09,0.0,101667.19,18909.92,38339.59,17578.65
2016-09-01,2036-08-01,3827544.54,60429,5284676.64,1988,351580.29,893928.74,540699.67,50335.07,0.0,223273.32,54576.15,66310.74,52858.05
2016-08-01,2036-07-01,2638068.4,07522,3251219.82,1930,198608.0,455522.49,277317.93,26073.37,7410.25,100646.76,17066.17,58290.57,26104.48
2016-12-01,2036-11-01,2524885.76,07017,3989888.27,1930,223257.91,469022.7,238747.74,27130.66,0.0,81274.78,17559.53,28339.27,28576.35
2016-08-01,2036-07-01,1135829.05,11385,1511655.41,1930,83246.47,115883.54,30764.89,1532.64,0.0,15085.79,1751.54,5067.26,0.0
2016-12-01,2026-11-01,12077273.21,48317,22334460.52,1980,1611733.03,3578108.9,2022371.31,411499.58,0.0,281693.47,116503.1,140271.29,403725.14
2016-08-01,2021-07-01,4935610.76,77098,6474432.51,1963,364858.49,890568.45,502202.4,30362.48,0.0,147505.98,28772.91,156453.21,90900.94
2017-01-01,2036-12-01,1623766.46,19038,2237003.0,1963,164877.09,276091.11,120715.92,43705.8,26871.11,31536.97,12264.95,2503.34,5882.85
2016-07-01,2026-06-01,7539399.24,76021,9333811.29,1980,621775.02,1230097.31,635433.71,88430.87,0.0,124809.36,19881.91,54685.98,155275.49
2016-09-01,2036-08-01,1254872.89,11105,2638582.54,2008,109066.56,122905.6,18311.58,2461.21,0.0,1179.25,6118.49,593.53,1713.72
2016-09-01,2026-08-01,3545767.67,49508,10200618.92,1976,605797.77,1803062.89,1249050.28,292882.87,5058.58,134438.32,44785.04,87373.77,325511.17
2016-09-01,2028-08-01,2800991.55,,Error,,73608.48,125784.04,49962.48,18456.14,0.0,12840.88,4325.64,1366.25,0.0
2016-07-01,2036-06-01,5128420.46,95824,6898509.76,1963,531139.14,952435.58,453248.63,57959.83,0.0,31618.13,58338.51,40591.58,134337.39
2017-06-01,2032-05-01,14017366.87,99336,22394343.21,2006,1397383.34,2317469.58,973518.26,159672.3,0.0,226310.14,38159.75,18900.16,287374.64
2016-05-01,2023-03-01,6526370.71,95111,83605401.85,1980,3904044.93,6434296.52,2357426.98,195100.54,0.0,793016.07,29702.01,775139.8,377817.22
2016-10-01,2026-09-01,2716986.95,60614,3547459.5,2012,190921.14,259491.15,75046.12,14377.55,0.0,31264.28,7397.04,3975.69,0.0
2016-08-01,2023-07-01,3218960.87,45805,4339042.82,1971,392128.61,850479.07,460003.39,105848.21,4936.79,57949.97,28114.05,88322.2,111677.5
2016-09-01,2034-08-01,1422011.14,92020,6438532.52,1976,192852.69,504426.76,305549.43,133166.3,0.0,26629.61,15486.84,26049.78,19130.67
2016-12-01,2026-11-01,3562070.34,78227,5361736.58,1969,383187.37,1063550.15,655569.64,92961.93,0.0,90337.23,8072.44,75068.98,256165.36
2016-12-01,2046-11-01,5782847.97,68847,12560878.56,1970,1111375.81,1477157.98,380761.18,39863.8,0.0,60460.59,11643.04,183106.61,43878.13
2016-09-01,2036-08-01,4684524.41,48316,6849628.36,2004,385640.04,728479.88,346704.76,61931.68,0.0,110268.65,26254.0,12793.6,71622.53
2016-09-01,2023-08-01,7189566.19,89108,11425436.68,1986,595247.83,1354632.76,751787.31,177595.25,0.0,97722.99,30485.86,45926.49,189578.25
2016-12-01,2026-11-01,2145672.97,11237,2705934.48,1931,156227.76,191623.74,40343.57,3227.58,0.0,8388.1,7341.5,3694.07,3020.04
2016-12-01,2024-07-01,841576.8,94606,4443906.67,1963,255087.94,416665.57,155723.02,36298.03,0.0,47871.9,13160.63,4504.1,14399.76
2016-10-01,2036-09-01,4220591.02,97225,8304786.24,1968,417941.6,835042.6,399737.98,118808.84,0.0,63037.75,18915.26,12427.3,91299.97
2016-10-01,2036-09-01,3661494.04,06053,4528726.7,1968,316289.1,674891.33,345497.51,60640.06,0.0,118888.96,23508.93,39981.21,39961.42
2016-08-01,2025-04-01,3418150.94,75062,13390987.95,1965,925446.66,1984015.45,1074460.4,190434.14,0.0,140569.37,67426.19,205905.03,228099.9
2016-08-01,2036-07-01,3784167.15,11237,4993064.39,1931,320041.18,375278.93,61030.55,7071.74,0.0,16196.18,5945.32,1954.0,7848.56
2016-12-01,2026-11-01,1099948.53,97146,1806715.51,1993,120024.98,230176.05,106628.95,21283.66,0.0,14777.47,4183.53,6088.95,20857.54
2016-08-01,2026-07-01,1424651.16,90038,3570837.45,"1957,1958",115618.87,242575.64,124490.29,24038.89,10189.97,18807.12,7653.52,5859.55,39452.17
2016-10-01,2026-09-01,1718363.45,91106,7043372.28,1959,203742.43,366761.15,177090.24,26086.35,0.0,24131.57,8695.37,6263.35,75084.76
2017-01-01,2023-12-01,2226604.7,77098,2915148.41,1962,183687.03,282080.08,105490.6,19190.62,0.0,39331.24,12812.61,4587.15,2611.89
2017-01-01,2036-12-01,1131998.14,11212,1609226.36,1930,76829.27,120432.08,44418.82,3986.45,0.0,9142.01,3509.9,7376.31,3714.14
2016-08-01,2026-07-01,1105197.79,11385,2179735.04,1930,83281.3,165866.08,82452.85,5086.17,0.0,40724.67,14871.09,8311.41,3053.6
2016-10-01,2026-09-01,572458.59,92104,2246989.7,1970,80868.82,149820.98,69425.15,24757.29,0.0,18567.27,5040.47,8299.27,0.0
2016-08-01,2036-07-01,1969425.45,90814,3504109.27,1962,130192.86,216015.8,84685.7,6236.91,0.0,40654.68,5881.82,9484.71,6132.31
2016-08-01,2026-07-01,8570577.48,90035,16138525.72,2014,189648.09,276816.08,86388.79,16071.91,0.0,49704.35,4607.65,8875.82,5936.01
2016-12-01,2028-11-01,3507441.2,17554,5163335.54,2008,301261.27,449101.7,154654.67,39542.82,0.0,49658.48,7769.18,3140.64,12703.49
2017-02-01,2024-03-01,1468866.52,77586,8787155.54,1979,527881.17,1189749.69,726483.93,96266.83,0.0,168902.96,51207.06,26655.33,181110.31
2016-09-01,2036-08-01,1734407.84,11385,2229180.96,1930,117811.44,142361.09,29661.88,3262.72,0.0,9763.31,2240.5,249.49,2959.18
2016-10-01,2026-09-01,2038937.22,74112,3035371.94,1977,204612.91,528386.87,319778.26,58142.22,11717.42,38968.34,32624.1,19882.54,86275.84
2017-01-01,2026-12-01,0.0,20019,1775344.41,1971,101464.12,307683.51,213213.94,66240.69,0.0,18855.73,19788.22,31457.3,36477.93
2017-07-01,2025-07-01,1008424.23,20743,7092089.86,1965,484236.09,854776.66,367749.09,116420.62,0.0,81840.97,23613.26,36337.78,0.0
2016-12-01,2036-11-01,878814.79,11385,1367564.54,1930,62581.15,98459.21,40495.57,5267.19,0.0,10344.16,4165.14,8166.54,2665.68
2016-09-01,2036-08-01,2642036.6,11206,4107315.4,2007,192512.55,220054.42,26741.7,2242.82,0.0,1005.56,4202.71,1055.09,2880.95
2016-11-01,2026-10-01,14091579.64,72223,21204941.82,2015,1108209.16,2031894.46,911347.98,103506.39,0.0,206299.11,35080.28,206458.31,172546.96
2017-05-01,2037-04-01,1415057.35,10451,2431485.89,1931,115948.91,196862.88,77129.13,14687.68,0.0,9508.97,6120.61,23326.3,4270.56
2016-12-01,2026-11-01,750784.4,93101,2808774.24,1961,112093.58,162009.88,49251.72,13091.09,0.0,8123.41,8290.32,8577.64,0.0
2016-08-01,2021-07-01,784202.07,94601,4767836.13,1960,251555.61,414338.96,174786.84,45750.09,3430.63,39058.88,8883.18,8984.66,9376.41
2016-08-01,2036-07-01,1222887.09,60651,1884034.95,1924,92681.95,162983.92,67079.65,11875.14,0.0,10927.39,3117.5,8611.43,0.0
2016-12-01,2026-11-01,989032.34,33781,2224790.16,1984,87691.15,309545.09,226343.85,37727.8,0.0,39406.59,27416.46,6978.94,0.0
2016-04-01,2036-03-01,2303723.86,11221,3180384.72,1931,175288.01,213719.99,30662.75,2940.51,0.0,5491.84,3911.74,6161.76,2454.84
2016-03-01,2021-02-01,1019633.47,78758,1476606.13,1968,81740.75,210564.67,127090.04,20084.06,0.0,29613.0,7060.33,18533.18,33940.26
2016-04-01,2036-03-01,2049676.88,11215,2930367.68,1931,130916.25,172457.34,42266.81,4208.1,0.0,8467.04,3866.39,15364.88,3938.55
2016-04-01,2026-03-01,1751442.74,60626,2581199.8,1930,67654.21,116859.9,46093.77,7312.85,0.0,3512.95,9223.71,6465.88,0.0
2016-09-01,2036-08-01,3469662.64,11206,4569877.55,2015,250612.68,326067.29,74153.54,4059.92,0.0,45391.7,4590.86,890.56,3458.73
2016-08-01,2036-07-01,1090139.48,90814,1788376.75,1963,75316.51,121125.31,45486.77,5450.79,0.0,21824.91,3474.95,837.51,0.0
2016-05-01,2023-05-01,3351264.2,33624,31871426.01,1988,2015506.7,3526243.65,1443995.54,251960.67,0.0,363055.17,110680.26,39493.29,380267.13
2016-05-01,2036-04-01,5968028.96,92009,9410425.74,1986,401923.97,649469.72,222434.95,19570.96,0.0,102852.08,8179.19,14799.56,22119.88
2016-03-01,2026-02-01,1015523.09,90037,1299535.15,1961,75063.89,128663.85,55133.22,9109.55,0.0,13130.31,7660.18,3445.27,1991.34
2016-05-01,2036-04-01,1591263.01,11230,2529530.65,2007,147781.75,174774.07,20134.42,2068.49,0.0,2575.22,3115.0,297.03,0.0
2017-02-01,2022-08-01,759258.69,94108,5362364.25,1919,183754.71,288546.29,107696.51,31227.23,0.0,18900.48,11707.24,21125.34,8655.62
2016-07-01,2036-06-01,984348.08,60615,1540509.02,1899,101408.19,145243.46,41623.55,9639.3,0.0,11183.76,3244.98,4893.21,0.0
2016-09-01,2026-08-01,23155407.27,30458,31897584.76,2013,2014921.94,3827117.48,1841462.3,228327.32,0.0,326724.84,83982.78,471340.72,389653.01
2015-02-01,2025-01-01,2249697.25,32303,0.0,1972,202667.39,513924.02,317609.66,39366.78,0.0,65077.5,23020.69,9050.8,88427.26
2016-10-01,2024-07-01,840081.56,,5667916.48,1974,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-08-01,2023-07-01,15201472.78,30341,19990866.2,1965,1424975.98,2631568.06,1218463.26,197815.11,0.0,313561.41,66948.69,39731.07,319068.94
2009-12-01,2019-11-01,1368423.96,94117,Error,1926,201844.61,298697.8,102219.25,49863.69,4839.3,14624.99,3895.27,4309.92,1687.66
2016-12-01,2026-11-01,1334179.14,35205,1831446.6,1979,118721.71,205359.25,86350.98,22144.61,0.0,16968.84,9343.92,2797.13,8588.31
2017-02-01,2024-01-01,1924397.22,06105,2601672.54,1963,180461.84,388672.54,211705.29,41134.32,0.0,69260.62,15990.39,30260.22,0.0
2016-11-01,2026-10-01,9528895.82,07018,12461896.48,1924,708181.62,1466524.9,734196.85,78830.28,24381.77,318245.48,37043.34,92547.94,71125.51
2016-06-01,2036-05-01,3236378.31,11232,4133606.62,1931,221720.53,260246.63,39383.19,3954.99,0.0,12057.07,4100.06,5506.28,4111.41
2016-03-01,2036-02-01,1539198.88,11207,2149584.99,1907,111287.33,139725.99,30657.56,3335.57,0.0,4854.33,1835.05,12146.17,3536.35
2016-12-01,2036-11-01,2348464.72,11221,3164765.38,1910,173714.19,190129.11,19885.08,2957.1,0.0,6634.89,3551.48,2777.17,0.0
2016-10-01,2022-11-01,5448525.07,97005,24276131.25,1979,1216906.89,2034098.93,855465.58,216545.01,24985.92,150514.01,19932.68,112135.13,142425.09
2017-02-01,2032-01-01,989156.12,11226,2125006.65,1931,95169.1,131520.02,36012.3,2525.68,0.0,10960.77,7529.34,5037.77,2482.79
2016-11-01,2036-10-01,2633191.2,11207,3492889.05,1906,197665.49,229598.41,31401.75,2921.26,0.0,9169.18,2432.98,778.69,2941.77
2016-12-01,2036-11-01,2908017.26,07017,4773665.44,1935,264618.88,608809.53,359642.8,25234.64,0.0,143943.05,26776.49,34017.24,36782.24
2016-11-01,2026-10-01,1203983.97,90043,1575743.61,1956,88806.28,132980.33,48389.06,8445.12,0.0,15756.45,3193.4,3120.74,2301.86
2017-01-01,2036-12-01,1051920.57,07050,1529021.29,2014,97109.04,174316.14,75942.59,8587.5,0.0,30279.17,9484.51,2115.12,5827.25
,,0.0,76116,0.0,1979,647574.51,1524976.91,922282.72,140697.53,0.0,183689.25,55598.39,218609.5,214937.9
2016-08-01,2026-07-01,1972614.86,02141,3601905.53,1925,154375.36,217867.51,71131.51,24328.68,0.0,12729.09,4603.9,15096.52,0.0
2016-03-01,2026-02-01,1192641.9,85016,2125120.8,1960,117448.57,171583.24,62902.5,9510.82,0.0,7837.51,5065.34,14709.58,10380.89
2016-07-01,2026-06-01,1300574.57,35210,1776183.55,1968,133121.42,217565.32,81725.69,21989.77,0.0,13374.27,8784.17,20431.01,6959.71
2016-11-01,2036-10-01,2011659.42,11208,2538015.5,1925,133742.78,179904.8,44979.72,4039.71,0.0,11811.45,9216.64,6763.04,2716.69
2016-10-01,2026-09-01,739895.75,07017,916674.45,2006,63850.79,136718.54,68716.14,4519.23,0.0,40609.57,6680.89,2002.1,2479.0
2017-03-01,2024-02-01,4714079.98,76112,18400231.23,1985,1129042.91,2711317.99,1602360.6,385386.15,0.0,392175.55,86935.41,265526.59,317161.77
2016-11-01,2022-10-01,4572951.69,78414,17074616.78,1984,1240650.93,2491816.81,1330109.69,180875.83,16592.75,339566.12,79281.39,35817.88,354376.14
2016-03-01,2036-02-01,1620135.52,10024,3506486.41,1900,135161.83,227697.56,98296.25,4759.15,0.0,52848.46,4252.01,22155.28,6131.73
2016-03-01,2036-02-01,4200586.62,11225,5376594.47,1917,198245.26,295077.25,95260.43,8590.45,0.0,29632.3,10719.54,29877.61,4869.53
2016-04-01,2046-03-01,2557572.14,92020,4013694.76,1980,219874.15,314888.31,101449.9,19757.96,845.16,31996.08,6943.0,7088.65,8742.14
2016-04-01,2026-03-01,2688565.04,60625,3686087.29,1910,219574.56,341976.72,116890.03,19826.35,0.0,39303.0,7101.68,9758.58,9306.51
2016-04-01,2026-03-01,1410336.37,60613,1934233.37,1913,116028.02,164974.46,50068.73,4751.42,3236.99,21962.43,4322.86,11003.11,0.0
2016-12-01,2026-11-01,2437872.59,21229,3318080.87,1948,226297.11,492249.13,262681.46,87519.67,0.0,34552.95,14812.51,14746.69,41887.13
2016-10-01,2026-09-01,1424270.03,11375,2102318.84,2009,108007.88,164027.73,59084.59,3556.97,0.0,28987.23,5705.2,4805.12,3931.59
2016-05-01,2021-04-01,598271.96,60626,3027614.87,1926,209576.96,353402.58,139113.72,23224.86,0.0,22951.33,14056.27,42556.92,16690.38
2016-10-01,2022-06-01,2024406.06,31408,11424532.86,1987,674748.04,1434830.42,756897.96,118310.54,0.0,106576.58,71574.36,136092.79,180642.27
2016-08-01,2026-07-01,10466006.84,98684,16572052.88,1993,783604.96,1107693.54,321804.71,29355.7,0.0,89783.27,16716.99,9863.52,42218.87
2017-02-01,2027-01-01,1522741.33,91101,4250794.71,1923,183256.46,253703.57,66727.19,13221.95,0.0,24335.19,5796.13,8053.56,0.0
2016-11-01,2031-10-01,1557506.91,97236,3551626.83,2007,180084.51,331609.31,151016.95,35899.39,0.0,48271.97,4394.86,728.19,5442.75
2016-08-01,2023-02-01,982570.53,98258,7278016.94,1980,375569.67,569096.44,211762.65,8285.63,0.0,65062.84,1135.54,81054.59,18482.55
2016-08-01,2021-12-01,1964833.04,85120,12311372.99,1977,667663.74,887340.29,240652.89,34996.55,80093.85,30489.95,6666.79,59289.38,39736.9
2016-11-01,2026-10-01,733901.43,90004,2149690.03,1925,107071.11,154673.8,47082.9,20404.67,0.0,11359.62,2757.06,294.27,0.0
2016-08-01,2026-07-01,4550701.88,02140,7818570.92,1920,334299.99,459612.96,141289.65,26543.42,0.0,37548.3,12591.76,37745.47,0.0
2016-03-01,2036-02-01,768538.44,11207,1376201.66,1931,51227.42,77667.18,26499.48,2414.76,0.0,5736.36,1527.84,11455.98,3000.07
,,0.0,11233,1892409.25,1907,94272.72,122669.73,28579.31,2890.75,0.0,4068.3,2365.83,6411.5,2972.77
2016-07-01,2036-06-01,914811.56,11222,1431958.92,1931,63281.95,98697.56,34988.65,3301.97,0.0,8272.1,3343.21,8952.34,2910.29
2016-12-01,2023-11-01,2284648.92,77006,2898331.78,1963,174700.13,274601.97,93291.31,17581.78,0.0,31376.09,12153.07,4344.33,1769.61
2016-12-01,2023-11-01,990778.42,94041,1748713.54,1959,79369.64,115195.38,32904.49,7296.56,0.0,11263.69,2574.45,6052.71,1252.35
2016-12-01,2036-11-01,2684079.48,07017,4138200.62,1930,216920.0,507884.01,273876.25,21458.24,0.0,96402.54,20685.38,42758.52,28177.43
2016-09-01,2036-08-01,2008439.17,97202,3121156.35,2016,161579.13,213420.98,44526.57,12181.75,0.0,20348.85,3598.44,614.04,0.0
2016-11-01,2036-10-01,1869440.02,01605,2456633.08,1988,168371.34,256251.08,92752.83,29413.2,0.0,26310.13,8766.67,1785.19,0.0
2016-09-01,2036-08-01,1278291.33,94541,1679257.38,1956,95077.29,143515.08,50847.11,7305.35,0.0,19436.59,6298.95,6754.6,0.0
2016-11-01,2036-10-01,3883052.47,92683,6088072.19,1963,285021.81,476979.64,188752.23,39262.23,0.0,53431.47,16422.15,25074.33,18272.81
2016-08-01,2026-07-01,726595.41,28209,1331297.87,2011,67311.43,113442.34,42317.75,13060.05,0.0,10081.49,3256.17,5194.4,1514.91
2016-07-01,2036-06-01,2074419.76,11232,2798955.67,1910,141353.22,179015.58,34837.61,3751.49,0.0,8433.37,5152.15,4486.9,3229.27
2016-03-01,2026-02-01,3329843.32,60641,5170899.6,1929,339268.56,544062.96,209485.04,39788.3,0.0,59182.01,14878.63,23155.59,16393.67
2016-05-01,2026-04-01,3477735.06,94903,6457045.87,1963,181129.05,312868.21,121350.75,13062.01,0.0,30069.81,7562.67,1822.53,17775.54
2016-10-01,2036-09-01,0.0,11221,3188479.64,2016,192962.67,218250.33,19066.35,3201.06,0.0,8990.06,2961.91,587.78,0.0
2017-01-01,2021-12-01,4869090.68,90069,15037265.68,1974,501633.11,864316.51,366047.56,54145.22,0.0,77986.33,18862.24,60270.85,68684.86
2016-10-01,2026-09-01,735803.2,07018,970839.22,1909,68887.47,167313.2,95017.7,8877.82,0.0,41651.69,6464.75,20559.25,8173.93
2016-08-01,2017-01-01,0.0,97301,1887527.44,1972,100836.54,189473.27,87393.55,21272.18,0.0,23162.29,5157.79,4184.45,5544.69
2016-09-01,2026-08-01,9096719.09,76013,11876201.43,1981,760077.08,1515702.95,814349.45,127781.53,0.0,242150.62,42908.13,83813.37,177071.77
2016-12-01,2023-11-01,9978955.24,98122,15914949.81,2016,753151.31,982499.65,213960.91,49809.12,25727.87,22290.83,11519.75,6521.25,40479.96
2016-11-01,2036-10-01,1732292.26,11221,2182827.15,1931,119812.49,138884.56,23595.44,3233.49,0.0,5733.36,3104.58,746.25,2425.85
2017-01-01,2031-12-01,75163573.08,,106756508.36,2015,573083.22,728001.43,167603.23,8193.9,55521.64,9604.94,14806.87,23029.38,85858.29
2016-09-01,2026-08-01,1267526.86,93280,2255408.41,2000,117977.19,253855.93,131501.89,46610.83,0.0,25679.05,8748.03,1931.41,0.0
2016-10-01,2026-09-01,6253842.12,33809,8672725.27,1998,553892.96,932493.18,383730.05,60997.52,0.0,104993.49,31619.66,17510.7,109739.16
2016-08-01,2026-07-01,7678876.8,27610,9785565.57,1985,656700.79,1178014.12,471954.08,125314.39,0.0,56880.82,27209.79,6825.65,147138.64
2016-03-01,2026-02-01,2519400.24,90018,3396023.22,1965,184160.17,328772.11,133607.25,21669.6,904.81,34069.99,6107.76,4154.12,13845.55
2016-10-01,2036-09-01,0.0,11221,3161209.11,2016,201499.04,220476.97,19014.89,3257.76,0.0,9119.79,2999.02,594.86,0.0
2016-11-01,2028-10-01,947996.12,95340,1834126.22,2005,79629.41,181901.01,103223.01,39042.22,0.0,22211.18,10504.84,9283.62,5625.76
2016-09-01,2036-08-01,1231824.87,60647,1719928.48,1899,99734.48,139785.38,35560.02,10203.05,0.0,8849.81,5987.4,0.0,0.0
2017-05-01,2023-03-01,1006163.25,02108,6338428.65,1965,343429.75,568561.17,233142.67,44965.29,0.0,46160.44,14819.44,22179.47,25766.51
2016-12-01,2026-11-01,1645918.04,35205,2152270.74,1950,150099.15,240659.66,95934.84,29680.97,0.0,6018.56,9084.43,3018.99,14778.38
2016-10-01,2026-09-01,2708428.11,90043,3406055.87,1965,194527.24,318330.06,120342.65,20121.54,0.0,36881.53,7378.33,8435.7,7872.51
2016-11-01,2021-10-01,774384.57,28451,13508521.54,2007,840735.58,1349568.11,510053.43,97494.32,0.0,66472.06,40774.93,56489.8,117607.33
2016-10-01,2026-09-01,3132267.11,28027,6358387.2,1997,338324.97,569552.11,248611.28,33763.64,0.0,59597.71,26608.69,7355.45,54482.95
2016-09-01,2026-10-01,1095145.29,97322,2692601.22,1968,179437.3,307851.11,132046.22,24618.02,0.0,26329.99,8228.02,3580.29,8792.04
2016-08-01,2036-07-01,1031199.05,11222,1623661.36,1931,71240.18,102220.5,32194.71,3323.21,0.0,7270.16,3131.81,8069.11,2980.56
2016-12-01,2036-11-01,2508458.48,10031,6475930.28,1905,170309.07,319732.56,159649.23,12008.87,0.0,63143.21,10590.56,35665.86,11948.28
2017-01-01,2026-12-01,1543640.67,77511,2155490.04,1976,158113.0,351422.47,181503.99,28975.31,0.0,27762.89,49432.43,10811.55,27301.04
2016-11-01,2026-10-01,2026423.11,33162,4010414.37,1961,209482.59,326693.73,114031.58,12175.72,0.0,25847.86,33743.05,2652.09,8229.99
2016-08-01,2026-07-01,2807967.53,30260,5449896.84,1972,311822.58,963314.61,627604.49,155600.96,0.0,78371.07,39254.68,24913.45,132440.04
2016-10-01,2026-09-01,5140559.64,65807,7088027.39,2007,471599.66,794332.6,327510.73,61588.68,0.0,47042.25,18597.17,74733.4,63781.78
2017-01-01,2022-09-01,1492825.26,87106,11291335.29,1976,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-10-01,2026-09-01,1604145.77,64119,2061875.87,1987,136185.66,329436.42,196840.26,50935.66,0.0,16943.53,17977.28,9679.28,50395.59
2016-05-01,2030-07-01,1833721.99,13790,18048474.23,1987,1088357.36,2895394.05,1776506.05,253621.91,0.0,646764.13,84012.72,88497.17,395587.3
2017-02-01,2023-06-01,2900216.62,77338,11358453.96,1971,740385.53,1741366.1,1050590.58,167215.2,19606.6,231922.28,79365.53,31891.62,282842.52
2016-07-01,2036-06-01,2431163.36,11249,3660617.39,1910,169683.91,225473.6,67683.07,8351.62,0.0,13070.04,6294.0,16973.83,5850.74
2016-05-01,2036-04-01,2842976.13,07740,3476721.6,1955,197849.28,376252.65,172399.15,16087.88,0.0,61211.93,14398.3,24914.23,9326.41
2016-03-01,2026-02-01,3411884.29,90018,4411695.93,1955,265576.43,434076.29,185478.6,29055.06,0.0,46995.9,4410.06,23154.92,18968.08
2016-12-01,2036-11-01,3106159.89,07017,4727840.41,1924,267357.82,633439.97,355680.34,31005.53,0.0,180107.88,24793.4,6809.95,31261.23
2015-10-01,2035-09-01,3575721.04,11222,4623293.97,1930,215964.02,274081.22,47912.77,3048.98,9972.76,14250.59,5596.45,1172.45,3595.87
2016-11-01,2026-10-01,2290521.94,21208,3488929.95,1968,207578.06,400952.54,199932.38,47762.59,0.0,43722.03,12806.94,20294.59,20213.16
2016-09-01,2036-08-01,2551403.57,34236,3387387.18,1985,214550.76,376930.29,153735.93,18055.21,779.72,45608.24,17850.49,22801.72,12376.08
2016-10-01,2036-09-01,2178816.34,71457,4948207.99,1999,338112.68,583450.28,261035.7,35762.36,0.0,30245.51,22938.17,14142.3,116617.92
2016-08-01,2036-07-01,4001176.43,06451,4929065.68,1961,333523.26,610525.49,271708.54,36661.91,0.0,75524.9,32351.31,41493.45,25465.35
2017-01-01,2036-12-01,944004.87,11385,1543861.72,1921,68048.1,106883.2,38162.85,3710.44,0.0,11201.86,6110.28,5468.51,2642.62
2016-03-01,2036-02-01,1779926.34,60645,2342870.05,1929,132134.95,237203.19,95386.25,12926.77,0.0,19094.33,10048.91,20863.98,7318.4
2016-06-01,2036-05-01,1985788.46,11232,2717738.03,1931,148571.4,174291.52,31142.89,3410.09,0.0,7760.23,4481.2,861.07,3206.46
2016-04-01,2023-03-01,1544173.41,97210,2542868.51,1905,118248.68,159191.97,38454.6,7951.39,0.0,11167.28,2132.39,5273.54,0.0
2017-01-01,2026-12-01,0.0,20020,2266700.13,1965,139811.27,317317.18,181529.18,60100.19,0.0,14391.51,11915.97,28126.08,28720.09
2016-04-01,2026-08-01,1285334.76,94965,45590182.89,1965,1922651.45,2750204.81,826569.25,132295.18,1557.22,276507.69,33371.29,48897.67,175061.58
