First Payment Date,Maturity Date,Loan Amount,Zip,Property Value,Year Built,Net Operating Income,Effective Gross Income,Total Operating Expenses,Maintenance Expense,Parking Expense,Taxes Expense,Insurance Expense,Utilities Expense,Payroll Expense
2016-08-01,2026-07-01,4950595.35,98604,7187898.86,2015,393903.77,656490.54,253452.25,38962.98,0.0,66000.42,11243.82,40044.64,59300.95
2016-12-01,2036-11-01,5138833.88,11216,6503659.72,1908,354905.01,450371.26,83059.86,9532.84,0.0,16659.91,10118.23,8386.36,9379.12
2017-05-01,2037-04-01,2703503.22,60626,4107117.1,1924,235043.8,437677.72,199444.63,70218.6,0.0,32712.72,12248.79,19795.75,25509.54
2016-12-01,2023-11-01,9163010.19,85281,13744006.06,1980,785003.63,1533756.68,749009.84,101643.89,0.0,77046.82,17908.06,153833.28,199934.7
2017-03-01,2037-02-01,1417242.92,11206,2256704.07,1920,96684.96,135596.02,35714.78,3989.54,0.0,6642.5,5251.09,6232.48,3522.41
2017-04-01,2027-03-01,10805399.94,78664,16918175.6,2000,919645.28,1785740.18,885585.41,97734.4,28453.13,334792.03,46464.79,94516.46,188451.52
2016-06-01,2036-05-01,2149939.65,94523,10903870.22,1981,287706.01,641092.7,364020.27,123000.27,0.0,99611.72,9477.37,42631.46,40580.58
2016-06-01,2026-05-01,8612209.75,27612,11607930.86,1972,728182.48,1486399.31,773507.59,202322.77,0.0,77418.17,33731.36,122857.74,236793.1
2016-04-01,2026-03-01,7796206.3,67207,12017823.24,1975,954791.78,1926701.55,997029.0,142531.83,44802.6,151933.11,123296.33,120058.92,325134.4
2017-01-01,2026-12-01,36806050.05,76262,55669979.21,2015,2776209.49,4471610.43,1636893.7,114566.66,87241.95,659448.93,58035.24,40872.74,417165.53
2016-11-01,2031-10-01,3687968.61,63104,5134836.45,2008,330348.13,556823.32,224422.05,77803.61,0.0,4450.29,21933.21,26571.14,20536.41
2017-06-01,2027-05-01,816058.3,14214,1050120.2,1962,77839.86,145116.07,69529.99,9093.9,0.0,24784.16,6017.41,20072.95,4402.07
2016-10-01,2026-09-01,5943389.06,39560,7774317.08,1995,544885.37,1148599.16,607122.41,106338.62,0.0,107752.7,62837.3,37718.17,150081.27
2016-11-01,2026-10-01,4062002.36,07018,5140214.7,1930,300584.6,666639.73,354080.97,30392.98,28019.94,124120.98,13288.74,52363.51,42532.8
2017-02-01,2027-01-01,1853131.51,10467,4817260.35,1920,155176.94,416133.59,250521.44,19914.03,0.0,82125.23,31171.05,34532.45,18324.85
2016-12-01,2026-11-01,10510722.0,48197,15130378.52,1971,1142131.76,2330554.5,1253892.68,169577.35,96.98,227469.25,58982.76,183813.06,328782.88
2016-11-01,2026-10-01,36700386.35,06226,49390189.83,1965,2626646.86,4604027.93,1795240.6,382416.91,0.0,318416.06,172513.8,235531.02,327079.41
2016-03-01,2036-02-01,4963526.02,06702,6343461.04,1973,451219.0,977999.13,518722.14,77417.27,0.0,101265.32,45827.48,160434.79,51960.21
2017-07-01,2037-06-01,0.0,11211,7744138.13,1910,177701.91,311091.35,137995.78,7655.6,0.0,79590.15,7919.03,12939.47,6692.82
2017-05-01,2027-04-01,3956728.9,90049,7930091.24,2016,334543.24,481444.27,148236.21,14349.97,0.0,104154.05,3767.18,2978.49,0.0
2016-11-01,2026-10-01,10821240.9,85303,14653634.65,1985,998343.79,1769113.76,829366.29,142975.74,0.0,88952.52,37150.04,52750.56,284673.51
2016-07-01,2036-06-01,4089902.18,10453,5271820.41,1937,271988.06,490608.97,229857.18,22036.53,0.0,70281.66,11977.6,52883.41,11201.3
2016-11-30,2017-03-30,0.0,79912,9140939.08,1973,548192.5,1357792.72,799021.59,155807.31,3131.94,153183.24,21983.24,50021.06,216621.49
2016-11-01,2026-10-01,26713859.29,30135,35593733.44,2003,2077958.52,3596792.21,1443991.87,143069.67,43976.72,462087.02,88119.45,62864.96,337581.02
2016-12-01,2023-11-01,11069443.1,48075,16010448.88,1966,1155588.44,3527554.0,2290043.04,485528.64,0.0,461175.59,114482.41,243233.02,358240.66
2016-10-01,2023-09-01,31550036.71,98402,51626077.77,2015,2664516.61,3527651.62,934982.71,137713.21,180453.96,46234.5,132483.93,138118.11,278216.05
2017-03-01,2022-02-01,2300120.99,02170,4204532.33,1935,164165.42,276883.81,110245.38,20692.99,0.0,33600.55,8379.98,31487.01,0.0
2017-03-01,2037-02-01,4899348.74,19111,6429523.9,1927,461223.38,745498.59,284816.48,40224.64,52625.77,53903.26,34781.02,47299.71,23083.67
2016-12-01,2026-11-01,1509477.17,91602,3484222.22,1957,152063.97,232855.12,84094.98,26405.79,0.0,19028.69,4847.02,5131.39,6220.21
2017-02-01,2027-01-01,9206197.39,30114,12762434.01,2008,685901.42,1409665.29,725710.08,48261.08,0.0,89123.08,72863.55,46540.7,228102.83
2016-11-01,2023-10-01,10169735.21,28134,15713379.08,1999,997858.9,2006048.95,935420.23,174197.74,0.0,91819.39,30955.98,98262.07,285407.9
2016-11-01,2046-10-01,1658456.71,78703,3144793.05,1950,146268.96,222992.5,82593.48,7716.13,0.0,42636.77,9700.64,9002.5,0.0
2016-12-01,2026-11-01,990764.05,35205,1504987.25,1920,88076.4,188052.09,97902.69,27060.79,0.0,5663.84,11537.82,13170.66,11328.33
2016-10-01,2028-09-01,66827631.6,44122,84995692.59,2015,3634960.67,5946919.67,2235783.05,178392.29,209666.53,1071560.48,114166.17,110387.3,431222.25
2016-12-01,2036-11-01,2288563.48,11237,3161353.04,1931,157672.13,199997.85,39282.03,4042.94,0.0,7987.83,4724.05,660.27,3027.49
2017-01-01,2026-12-01,28766408.58,30044,38391121.72,1999,2203803.06,3956204.01,1739305.13,232709.38,0.0,443971.53,66853.31,62135.77,336785.71
2016-06-01,2028-05-01,12355664.12,49512,16571735.06,1989,1020881.93,1875176.88,892928.86,168396.2,0.0,179712.77,51054.83,65154.92,182415.35
2016-04-01,2036-03-01,1110800.2,90038,2375793.06,1929,106022.31,197467.42,85938.17,18272.34,0.0,19844.0,6749.95,11713.29,12615.58
2017-03-01,2027-02-01,7784572.56,94517,16929540.67,1970,561104.73,1371272.61,798775.01,41051.12,0.0,94365.0,17112.95,442501.34,109507.64
2017-04-01,2037-03-01,1837018.84,11233,2921336.14,1905,165591.32,173701.68,14218.13,3050.66,0.0,3420.82,2654.38,1787.95,0.0
2016-11-01,2036-10-01,4694375.91,93105,6991718.8,1962,302459.4,395615.05,112163.18,11830.38,0.0,50407.08,4545.91,4077.76,7030.71
2016-12-01,2026-11-01,2072175.24,30906,3150073.58,"1983, 1985",240382.61,526753.58,310428.37,89757.29,0.0,21578.29,25815.77,40827.98,48893.62
2016-11-01,2031-10-01,11844629.26,32225,16517709.97,1971,1168697.76,2586603.49,1451553.54,105702.88,0.0,258089.86,28816.11,12354.32,187474.98
2017-06-01,2037-05-01,1545378.31,97024,2213989.7,1972,112116.92,191542.57,83595.89,18827.01,0.0,14344.59,4267.75,2135.9,19646.19
2016-12-01,2022-08-01,834444.54,60647,2735382.33,1926,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-02-01,2037-01-01,3128527.73,60639,5476989.94,1928,92516.21,213912.7,121779.95,47643.41,0.0,24410.47,6434.5,20493.47,0.0
2016-12-01,2023-11-01,9025318.17,77096,12042194.22,1976,761213.2,1676016.73,948822.27,216834.99,0.0,192223.1,93972.97,45112.27,236521.07
2016-11-01,2026-10-01,11803336.38,30360,14974791.88,1983,854442.05,1926414.09,971461.77,179125.38,0.0,168125.05,39314.51,36335.93,226090.75
2011-02-01,2021-01-01,1995222.85,91042,4775468.72,1985,378061.33,569924.3,195470.29,67269.33,0.0,15434.77,16588.34,41468.29,13736.89
2017-03-01,2037-02-01,0.0,11218,2086010.83,1930,100472.55,131805.23,34017.36,3968.71,0.0,11597.43,3772.66,1170.15,3593.06
2017-03-01,2024-02-01,2293306.57,76010,15513589.94,1984,1050927.42,2617104.41,1510554.15,264739.88,0.0,369566.55,91053.09,241999.89,351171.7
2017-03-01,2037-02-01,895771.03,11204,1218201.9,1931,65386.97,104233.94,36169.32,3075.83,0.0,11068.39,3566.76,6325.99,3046.56
2016-06-01,2036-05-01,4885021.61,90680,11021964.45,1971,424739.21,816462.38,395566.41,106646.71,0.0,125319.13,16069.9,33056.36,24834.45
2016-06-01,2036-05-01,2188534.67,92083,3340646.79,1980,147305.21,262008.76,116924.61,22840.91,5932.7,45809.91,7210.88,9753.92,7526.64
2016-12-01,2026-11-01,1085567.93,90813,1924837.94,1938,97371.75,153911.64,56024.84,8599.95,0.0,14713.85,3488.16,12949.0,6195.53
2017-02-01,2037-01-01,2376034.09,80203,3072723.54,1967,161181.31,221022.58,67863.89,20142.35,2030.67,14591.62,3642.72,5407.98,8211.85
2017-01-01,2036-12-01,2717731.1,11215,4480710.63,1920,196304.75,251320.14,61569.49,5413.85,0.0,11260.2,9475.92,14050.48,4117.35
2016-05-01,2036-04-01,2557905.81,90029,5363152.43,1964,257944.21,415949.28,163541.36,51171.18,0.0,51594.54,18842.69,0.0,16097.38
2016-07-01,2036-06-01,2942830.24,06702,3866462.3,1930,330839.03,644805.23,302308.01,44479.2,0.0,56890.0,23153.68,108062.26,30305.61
2016-09-01,2023-08-01,13101774.07,48326,18138155.92,1970,1206072.68,2512846.31,1292051.61,199752.05,23917.85,252621.68,53598.45,0.0,225423.14
2017-04-01,2037-03-01,3292447.88,94601,5471075.21,1928,276228.75,495986.8,236714.07,50303.9,0.0,80287.72,15849.96,31394.24,14894.48
2017-02-01,2037-01-01,3911553.76,92831,12708952.91,1976,369196.93,896388.33,507320.93,69197.24,12445.63,87694.31,39795.92,58096.83,98442.17
2017-03-01,2029-02-01,2291986.67,07017,3558874.5,1927,207733.86,443139.82,247253.58,18110.91,13623.19,85929.04,16879.91,36464.32,33164.4
2016-12-01,2026-11-01,2696891.31,60647,3899424.88,2015,229119.32,289980.22,66769.14,14854.42,0.0,24815.3,4944.78,2467.22,0.0
2016-07-01,2028-06-01,3140801.64,49008,4140528.7,1973,348833.87,892087.81,540974.85,118998.34,1422.7,130734.27,19192.57,63324.76,113181.83
2017-02-01,2037-01-01,1106875.34,11230,1773061.04,1928,81917.45,123405.06,39931.14,4125.29,0.0,16383.28,4439.31,759.82,2473.82
2017-05-01,2027-04-01,1040324.24,97701,1380120.65,1974,93866.02,145404.67,54967.13,17488.78,0.0,12509.19,3112.8,10786.63,0.0
2017-01-01,2036-12-01,1016726.61,11385,1570085.2,1932,70010.9,102274.56,33599.12,3076.03,0.0,11460.05,2651.36,4234.48,3002.87
2016-07-01,2036-06-01,1414270.03,11221,1792218.0,1900,90954.74,122661.99,27719.88,3575.68,0.0,4963.07,5025.43,3867.39,2111.45
2017-01-01,2026-12-01,41699410.05,60014,53442798.89,1988,2968226.58,5450349.48,2503587.34,365309.15,44176.45,886213.81,150553.09,64525.7,503899.49
2016-05-01,2036-04-01,2866958.32,91304,4878506.93,1961,264701.03,445971.23,182747.18,34805.97,0.0,40146.25,11350.14,35473.09,16365.85
2017-02-01,2037-01-01,1715504.12,11385,2211845.66,1930,92133.7,136270.3,39156.8,3725.41,0.0,17952.62,3318.55,3915.73,1537.39
2017-02-01,2027-01-01,0.0,33614,1715269.81,1969,112050.5,264290.66,153545.63,23402.3,0.0,28162.13,17670.08,44348.87,11697.74
2016-11-01,2036-10-01,4915552.03,01607,6733737.68,1972,469259.4,827701.98,333254.97,48662.87,0.0,72017.27,29418.59,34733.36,64727.28
2016-06-01,2024-03-01,4065926.97,78758,33786127.45,1984,2090147.33,3910415.16,1826844.27,182017.63,7213.19,469718.55,92074.63,361948.88,465599.74
2017-02-01,2037-01-01,1380354.22,10467,1674692.8,2006,93101.38,144169.34,48200.86,4015.15,0.0,26097.73,3859.43,0.0,3213.12
2017-03-01,2037-02-01,1590797.66,91604,5891233.52,1995,225570.88,332418.39,110799.99,27282.22,0.0,22273.4,7629.25,16888.08,0.0
2016-07-01,2036-06-01,3256919.02,78154,4828348.92,1982,332048.44,791396.91,452209.33,89631.56,0.0,121021.11,28506.81,8589.16,108092.59
2016-05-01,2026-04-01,1574182.16,60660,2415685.33,1929,157789.17,301969.63,156766.35,25494.68,0.0,27348.13,11574.8,26843.07,13781.02
2017-01-01,2023-12-01,1688041.22,90403,5290268.43,1941,182371.26,232084.88,49241.48,7738.02,0.0,21218.32,2965.32,6885.81,0.0
2016-07-01,2036-06-01,2230848.77,11237,3152583.53,1910,154737.21,193305.07,33747.34,4258.75,0.0,9597.89,3944.67,2611.93,2737.05
2015-11-01,2027-10-01,2303290.3,56303,3315585.46,1983,187735.36,443826.8,242836.23,24871.45,0.0,18915.05,7204.44,25597.9,104287.29
2017-02-01,2037-01-01,4037183.0,11212,5249135.26,1926,266768.63,457795.92,201711.93,16073.2,0.0,70555.12,20311.25,30228.23,15102.79
2017-02-01,2037-01-01,2144735.54,10805,3478819.84,2007,150145.31,251059.76,97832.61,10875.64,0.0,68599.81,6356.5,0.0,2436.76
2016-05-01,2023-04-01,6747606.36,39206,9638556.49,1971,648647.99,1492061.04,816305.89,138639.88,0.0,114360.41,127308.18,42837.36,202648.82
2016-08-01,2023-07-01,13876477.95,48312,21547829.89,1969,1709906.02,3029758.84,1363022.44,210170.61,0.0,248478.75,77271.6,251664.65,375752.88
2016-07-01,2036-06-01,3577017.73,11216,6649167.41,1900,269913.27,403831.66,133471.33,12425.66,0.0,40091.7,10377.92,29033.46,9930.66
2017-07-01,2037-06-01,2658232.14,11206,3499534.27,1931,168983.14,216082.07,37550.14,3226.98,0.0,12093.55,6879.47,837.27,3094.63
2016-05-01,2036-04-01,5193925.41,90029,7500741.31,1928,371907.07,517628.0,155931.03,24063.05,16997.31,67669.47,6058.38,7080.75,19975.52
2016-07-01,2036-06-01,2396850.5,11216,3144513.4,1931,173474.34,214043.77,33208.09,3943.35,0.0,7332.15,4412.1,8734.92,2411.0
2017-06-01,2037-05-01,1489416.15,11221,2251315.59,1931,107396.2,143344.62,33209.19,2652.29,0.0,7667.54,2365.84,6351.52,2937.19
2016-08-01,2023-07-01,7007312.57,48152,11509315.86,1977,903306.74,1533339.39,668999.61,111487.99,0.0,134349.17,37367.99,94098.99,183805.51
2016-12-01,2036-11-01,1203629.42,10703,1815621.34,1925,85889.65,139623.07,57227.73,4933.55,0.0,16310.49,7578.95,11165.01,3303.42
2017-06-01,2037-05-01,1069900.95,11207,1597424.86,1930,86777.36,111436.21,25039.06,3075.45,0.0,6700.83,4305.26,594.0,1455.18
2017-02-01,2027-01-01,16225172.22,44143,22850366.54,1965,1399127.07,3488346.06,2201311.43,418923.94,15618.09,433836.89,74682.31,405747.42,462406.1
2012-02-01,2019-01-01,2222331.89,35950,2988186.82,1973,216255.65,687860.26,459140.78,110170.61,0.0,27047.12,48902.94,56997.83,90048.34
2017-04-01,2027-03-01,13065499.87,48104,20152639.68,1988,1151074.17,2103071.78,890842.01,124693.0,0.0,287827.28,36252.21,29650.66,187826.87
2017-03-01,2024-02-01,2212175.25,75052,17562497.84,1984,1031531.19,2497138.36,1468820.89,212640.38,0.0,421319.1,68111.7,262664.7,292436.5
2016-07-01,2028-06-01,4008371.11,49006,5264470.73,1971,419152.75,1216916.45,786208.59,228179.45,8296.34,157950.78,28227.32,83496.93,146469.06
2017-02-01,2027-01-01,5763667.79,36571,7736767.81,1978,580515.7,1107036.75,510398.42,83848.39,0.0,30525.96,50195.15,29775.81,173032.69
2016-12-01,2031-11-01,1481758.65,94109,3869415.05,1922,142450.84,206749.79,62623.08,11517.25,13152.33,29186.32,4592.53,3974.7,4603.22
2016-03-01,2026-02-01,35855046.75,28806,43632576.19,1973,2955515.77,4602579.99,1783349.25,312736.22,0.0,290136.29,88662.21,314596.86,453116.57
2017-02-01,2037-01-01,3638271.14,11691,4751129.29,1931,278602.91,437640.56,154074.64,25290.54,0.0,25251.97,11721.99,31168.39,7463.26
2017-02-01,2027-01-01,1853869.34,90802,3735401.4,1923,173335.16,268899.09,92111.88,13696.35,0.0,33786.91,6808.93,13031.48,9929.34
2016-06-01,2036-05-01,1084473.98,60622,1355441.15,1892,84389.27,113406.91,27163.22,5032.37,2363.02,10468.74,3402.59,742.85,0.0
2017-05-01,2027-04-01,9531513.68,47150,13050086.33,1972,964847.92,1844616.77,857384.08,107492.56,0.0,156129.77,47911.63,288909.07,149675.32
2017-02-01,2027-01-01,4415087.23,60614,5835284.99,1914,330936.75,411427.62,90900.73,8787.82,0.0,37411.11,12335.37,4012.64,0.0
2017-07-01,2037-06-01,2142090.34,11221,3166493.43,1931,162373.14,181041.19,26917.86,3153.54,0.0,4349.6,3798.2,923.65,3023.48
2017-01-01,2036-12-01,3443145.21,11216,4960040.17,1910,271951.32,331007.97,51428.38,4311.4,0.0,15398.63,8282.59,1800.14,3183.51
2017-07-01,2037-06-01,1008307.99,11237,1277481.33,1931,62026.07,97483.82,33513.96,3568.86,0.0,6158.45,4186.25,6138.68,3023.19
2016-05-01,2026-04-01,3742367.75,77502,5600470.33,1966,402361.52,1059771.68,647587.93,174793.22,2203.01,114961.86,51767.4,118583.12,49539.64
2016-08-01,2023-07-01,14101435.0,48073,22707477.61,1967,1898984.12,3377973.11,1546544.2,180501.15,0.0,321815.76,80915.38,389041.14,349185.36
2017-01-01,2023-12-01,2888252.95,90036,6885127.5,1928,312443.56,450337.31,129206.14,21207.56,0.0,35292.35,8661.67,19495.69,28810.94
2017-03-01,2037-02-01,1274594.01,07723,1756321.78,1887,109799.6,162589.33,55780.4,5991.29,14382.13,7176.79,8109.92,5187.7,4211.87
2017-04-01,2027-03-01,2742307.2,21201,3805607.18,1906,214129.15,362725.66,155822.2,28382.65,0.0,57893.05,6238.27,14989.36,6189.44
2016-07-01,2026-06-01,8604340.43,97030,16196186.64,2006,897569.2,1408519.03,505255.51,109863.5,0.0,114311.14,31366.74,66733.99,103894.72
2015-04-01,2025-03-01,1563495.43,76712,2230856.05,1973,141337.25,520762.72,372188.73,78204.44,0.0,84670.91,22675.7,46587.74,79695.96
2016-11-01,2023-10-01,6645536.46,77057,10807102.4,1974,696974.19,1854446.45,1117041.37,101759.17,0.0,186174.58,73119.96,385932.05,280285.05
2017-03-01,2037-02-01,1454904.43,11208,2010409.72,1917,101215.21,161100.25,63742.39,5861.26,0.0,19353.07,5867.82,11294.28,5985.67
2016-06-01,2036-05-01,2169907.48,94533,8465906.57,1980,297938.27,826728.62,543878.92,195811.6,0.0,49069.24,16924.08,112514.96,111390.79
2017-01-01,2028-12-01,13757607.78,76006,16295042.74,1984,1065341.01,2028789.99,985940.84,114056.31,0.0,356827.27,42762.63,129835.15,202608.78
2017-02-01,2027-01-01,6215097.2,77015,8258775.72,1969,650945.76,1362499.41,649733.95,148353.7,1890.82,89254.66,43727.54,34707.44,191179.28
2016-12-01,2026-11-01,14123883.26,30281,16621602.95,1993,1193573.32,2046946.2,941060.78,204157.43,18615.88,136052.69,39263.62,43747.17,232392.59
2017-03-01,2027-02-01,1745824.9,02169,2471664.03,2014,127628.44,203277.72,69581.26,13679.93,0.0,22840.93,13802.7,4098.17,0.0
2016-04-01,2026-03-01,41343173.65,08723,53692670.57,1976 - 1978,3308359.86,5832766.19,2396486.73,464526.18,0.0,614027.88,120751.78,82523.97,385461.24
2016-07-01,2021-06-01,2620666.4,33020,3529059.22,1974,186009.33,388200.07,207626.91,36258.08,0.0,62901.34,35651.52,7061.47,9286.6
2016-05-01,2023-04-01,3015548.22,53140,4647342.68,1978,316750.18,748021.87,413530.7,118610.48,0.0,75431.98,27223.96,34087.33,80042.94
2016-12-01,2026-11-01,15791990.19,76022,18580966.63,1972,1214448.25,2435161.37,1222724.78,235013.5,0.0,336547.79,47547.99,176067.33,245645.99
2016-04-01,2036-03-01,4759825.33,11225,6664604.8,2007,264274.56,387312.32,129703.44,6078.3,12448.76,77145.01,7251.01,7034.88,9857.96
2016-12-01,2036-11-01,2411879.65,11237,2971031.6,1931,167527.59,202449.93,33646.64,3035.79,0.0,9683.24,5226.73,628.46,3003.45
2017-01-01,2026-12-01,4059972.83,85021,7257433.24,1964,323469.8,965264.59,652297.02,118130.08,0.0,37923.72,27591.97,139107.4,170783.07
2016-03-01,2026-02-01,3449584.58,97216,5234821.37,2005,333643.51,545129.32,212974.15,47801.33,0.0,393.54,9331.21,35240.22,66331.29
2016-12-01,2023-11-01,4540356.56,35630,7217392.68,1975,466076.56,1223683.24,804152.59,118524.42,0.0,30370.19,36158.89,102307.2,349985.78
2017-02-01,2027-01-01,1511911.15,35404,1995705.75,2003,149493.33,234402.82,94441.96,27903.49,0.0,13803.64,9443.18,7448.38,16290.44
2017-02-01,2037-01-01,1410409.42,60630,1847472.62,1953,46530.39,73541.58,28807.7,5097.64,0.0,15982.57,2053.42,2904.78,0.0
2016-06-01,2024-09-01,3848968.16,75287,23123358.46,1985,1440823.53,2717816.63,1332094.3,166431.74,14927.5,304424.72,80662.92,253339.96,367321.41
2016-05-01,2026-04-01,4138366.78,10001,7612583.28,1900,344919.2,461396.88,135154.56,11917.37,0.0,57791.88,10962.7,18921.34,5545.27
2016-08-01,2023-07-01,26687883.34,32771,41329603.0,2014,1992924.3,3785893.81,1785535.86,198368.67,53252.95,693876.83,95272.66,110347.77,341684.97
2017-03-01,2037-02-01,4408147.22,11221,7096813.04,2016,299725.91,422945.39,133997.73,6884.18,0.0,84285.73,9034.05,1687.73,6567.45
2017-06-01,2027-05-01,0.0,95621,71393180.36,1977,3332658.04,5554117.1,2153850.13,437452.65,0.0,510433.74,45171.78,103599.38,171715.26
2017-03-01,2037-02-01,3499873.72,10453,5002414.14,1912,277931.47,419796.56,133555.04,13365.99,0.0,39776.21,8534.98,24732.04,9760.05
2017-05-01,2027-04-01,1448593.31,93103,2194912.16,1930,126712.6,176522.87,44710.46,4468.48,11004.69,25507.35,2104.12,3769.54,0.0
2016-06-01,2036-05-01,3817333.57,,Error,,198246.89,379229.23,196089.32,30349.41,0.0,71944.89,16063.57,14181.99,26644.85
2016-05-01,2036-04-01,3439106.6,11216,4387401.3,1899,267427.04,314383.36,48320.74,4533.66,0.0,15269.47,4304.82,8655.23,3068.41
2016-09-01,2036-08-01,1101803.86,11222,1800578.1,1931,77138.68,109718.97,32454.99,3060.41,0.0,8746.19,3266.04,5174.96,2991.98
2017-02-01,2037-01-01,1608944.02,98119,2359251.4,1955,103648.69,148799.8,40722.55,5125.53,0.0,17026.28,1032.03,8204.71,0.0
2016-07-01,2036-06-01,2103854.36,11237,2695893.7,1931,146852.81,168417.6,25114.58,3009.2,0.0,4302.95,3460.76,1056.39,2819.4
2016-12-01,2036-11-01,2511816.98,11237,Error,1931,161577.78,191635.4,28718.9,3074.83,0.0,6255.58,4528.79,1101.4,3079.02
2016-04-01,2026-03-01,5959502.16,78224,7433978.25,1987,521057.45,1221351.84,704367.85,86971.17,0.0,164185.95,51360.65,114598.05,175614.66
2016-05-01,2021-04-01,1149928.17,30313,1537782.2,1941,114335.09,196697.2,77694.64,7413.82,3055.71,24363.63,8302.86,16793.65,9009.4
2017-02-01,2037-01-01,1664625.32,11237,2554639.33,1931,109370.28,142606.03,38512.18,4181.18,0.0,10938.4,3465.68,6274.46,3601.72
2017-03-01,2037-02-01,2374117.7,07201,3324434.96,1935,184263.75,390522.01,198626.77,22100.33,0.0,49725.69,11073.42,69238.96,22958.36
2016-07-01,2026-06-01,13752486.95,30060,18582360.54,1985,1202628.22,2106673.77,988304.43,179858.5,0.0,112720.34,65939.86,56981.7,309305.17
2016-04-01,2036-03-01,2282870.76,81001,4080412.02,1972,371113.23,611800.77,245362.42,83243.9,0.0,0.0,0.0,32478.04,86013.66
2017-05-01,2037-04-01,4824283.77,90211,15518665.99,1926,416305.11,678473.66,248217.76,58169.64,0.0,59158.86,18761.27,8954.45,21392.87
2016-12-01,2036-11-01,1690566.75,11217,2778052.38,1930,120998.29,167426.8,49100.82,3902.02,0.0,14512.21,3637.32,10024.39,3671.61
2017-03-01,2027-02-01,2112344.98,60660,2895771.25,1931,200357.38,255218.02,49213.51,7136.01,18721.64,24265.51,5522.7,4828.41,0.0
2016-04-01,2036-03-01,881946.94,11207,1505330.11,1910,59042.77,90670.62,28534.77,2793.79,0.0,7483.63,1776.24,11265.88,2970.86
2017-01-01,2036-12-01,1720811.06,98146,2238334.13,2007,113858.12,165787.8,51570.14,7333.54,0.0,20756.68,5428.77,6637.66,0.0
2017-04-01,2047-03-01,2729767.2,02127,5006788.21,2016,257097.15,323273.01,58140.7,4097.37,0.0,29762.96,4019.21,0.0,0.0
2016-05-01,2026-04-01,1258376.67,75006,1741184.51,1968,190021.92,270958.8,69930.73,12446.84,0.0,24666.4,4461.06,10072.77,0.0
2017-08-01,2024-07-01,0.0,10457,3323528.98,1927,184406.35,480483.14,284673.43,44574.69,0.0,71490.6,15087.21,95076.4,11841.58
2017-01-01,2031-12-01,1233796.27,23704,2666514.83,1916,160498.21,232229.55,84394.79,25504.02,0.0,3449.57,17052.09,3992.53,0.0
2017-03-01,2027-02-01,1087166.57,06790,1685756.73,1966,154836.7,254666.89,100669.32,17500.19,0.0,30998.13,9657.28,18511.39,0.0
2016-05-01,2026-04-01,3763054.7,30329,5571894.2,1967,334509.51,649745.16,338041.55,70717.7,0.0,47846.54,19665.46,21826.02,125319.49
2016-07-01,2026-06-01,11133733.96,48197,21072579.0,1988,1454415.08,2602488.9,1140015.52,282483.16,0.0,244371.59,61426.97,134592.57,220204.71
2016-07-01,2023-06-01,6554216.72,48076,11061295.08,1969,649434.11,1520474.05,875837.7,142324.26,0.0,239302.19,41240.43,34444.45,131993.12
2016-11-01,2036-10-01,2526404.94,11213,3280303.24,1900,160557.18,217477.58,62145.23,3238.37,0.0,38401.75,4903.75,846.96,2455.56
2016-11-01,2036-10-01,3715707.69,11207,4782319.32,1930,245776.44,434235.76,174059.09,13768.48,0.0,66784.9,16498.0,21201.76,13630.67
2017-02-01,2027-01-01,11999123.86,75061,15426413.66,1970,1001879.23,2032366.81,1105094.77,140709.25,23524.6,275654.02,60310.25,52358.33,217388.18
2016-11-01,2036-10-01,3459304.05,98683,4190983.55,1992,221900.64,387046.12,157689.87,39658.39,0.0,34208.77,11087.02,624.7,13661.92
2016-12-01,2036-11-01,1362573.23,10703,1749601.74,1925,92936.07,170587.39,74779.41,6167.21,0.0,28916.99,7738.97,13396.59,3799.88
2016-06-01,2026-05-01,19595174.58,20743,25251870.28,1964,1283589.48,3065495.43,1744733.52,503569.08,0.0,166806.51,69717.09,81373.57,487388.14
2017-03-01,2037-02-01,4768480.51,11221,7085003.37,1931,312615.34,470282.82,141038.23,13216.89,0.0,58996.29,11425.7,21053.62,7874.59
2017-05-01,2027-04-01,1585693.96,14214,2171572.14,1962,129474.94,251535.07,119533.35,17721.43,0.0,27746.02,9918.93,31563.19,16139.17
2017-02-01,2029-01-01,20505459.33,27407,29028686.59,2011,1751452.25,3786377.35,2041581.84,322782.98,4251.04,341540.0,47151.74,325063.91,417415.53
2017-02-01,2037-01-01,2053296.56,11210,3302318.17,1931,135122.39,231463.31,101953.58,10262.98,0.0,28674.79,6330.53,23767.14,8077.55
2017-07-01,2037-06-01,2496449.23,11221,3105128.63,1931,160134.66,192720.97,32438.26,4683.23,0.0,5639.89,3549.22,2195.8,3206.19
2017-03-01,2037-02-01,2111169.96,11101,3242540.29,1931,155578.88,194271.91,38573.98,3506.43,0.0,10845.06,3212.75,7153.31,3055.38
2017-01-01,2036-12-01,2516809.5,90038,3805621.05,2016,170468.6,230989.99,58793.96,7510.85,0.0,31176.75,6300.94,746.37,0.0
2017-05-01,2037-04-01,5063953.98,94619,6478111.97,1962,342024.88,579502.84,244219.0,51569.93,11087.4,78131.96,19849.53,19756.52,9566.65
